u_11,u_20,u_02,u_21,u_12,u_30,u_03,eta_11,eta_20,eta_02,eta_21,eta_12,eta_30,eta_03,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,caracter
3188.658969805,34012.056838366,38398.046181172,26721.383532774,82684.840899268,-76251.135562153,22418.723698532,0.010059845,0.107304048,0.121141330,0.003552941,0.010993979,-0.010138538,0.002980848,0.228445378,0.000596272,0.001918327,0.000043422,0.000000003,0.000000806,-0.000000012,6
2939.579225352,18369.364436620,75971.843309859,34285.321284219,-58572.905890448,21835.636710226,-361201.473647341,0.009111471,0.056937377,0.235481066,0.004458999,-0.007617736,0.002839848,-0.046976286,0.292418443,0.032209924,0.004302652,0.001830548,0.000005126,0.000326085,-0.000000343,6
2647.796442688,17404.950592885,36692.721343874,-5242.910996891,20076.624084114,-3306.957521599,34190.978815479,0.010341501,0.067978529,0.143310790,-0.000910324,0.003485896,-0.000574186,0.005936565,0.211289318,0.006102736,0.000196828,0.000033741,0.000000002,0.000001870,0.000000002,6
-1783.900497512,12378.281094527,28654.318407960,74.602113809,47129.129749263,-7589.035098141,19794.542560828,-0.011038715,0.076596378,0.177311938,0.000023024,0.014545354,-0.002342186,0.006109144,0.253908316,0.010631037,0.002150482,0.000186521,-0.000000035,-0.000014515,0.000000113,6
1645.494989980,19197.198396794,34890.921843687,-1766.537475753,1781.945638773,-6501.687503263,6486.671804531,0.006608387,0.077096873,0.140123621,-0.000317593,0.000320364,-0.001168893,0.001166193,0.217220494,0.004147054,0.000009027,0.000001440,-0.000000000,-0.000000019,0.000000000,6
2037.674778761,11251.192477876,56224.997787611,27931.611980186,10571.419580625,1784.071706868,-271602.174768969,0.009973739,0.055070838,0.275202628,0.006430577,0.002433813,0.000410739,-0.062529817,0.330273466,0.048855907,0.006742247,0.003155216,0.000014519,0.000684635,-0.000000988,6
-2609.067538126,18419.403050109,32595.638344227,5691.604947764,29842.786800898,-19970.012378905,11265.090273922,-0.012383972,0.087427927,0.154715605,0.001260965,0.006611617,-0.004424321,0.002495761,0.242143532,0.005141083,0.000590164,0.000018897,0.000000002,0.000000221,-0.000000000,6
-8477.824137931,27800.984482759,46434.006896552,43914.915422116,49136.861997622,1705.355332937,-98511.902639713,-0.025201618,0.082642641,0.138032125,0.005420534,0.006065093,0.000210497,-0.012159584,0.220674766,0.005608481,0.001131216,0.000084798,-0.000000003,0.000004597,-0.000000026,6
5077.620545073,17042.356394130,35402.092243187,13316.858084024,9576.649310637,7867.315542195,-53686.050543007,0.022316366,0.074901909,0.155593758,0.002679821,0.001927159,0.001583181,-0.010803526,0.230495667,0.008503255,0.000372684,0.000078317,0.000000007,0.000001785,-0.000000011,6
8169.012048193,25211.993115318,72561.228915663,-36641.638471268,-33505.141281132,6726.364840725,-55928.472637538,0.024200106,0.074688703,0.214957382,-0.004503338,-0.004117856,0.000826685,-0.006873733,0.289646085,0.022017883,0.000217759,0.000140270,0.000000009,0.000020261,-0.000000023,6
3665.360691145,15858.842332613,37261.736501080,-15676.432422598,-5951.889424311,-5416.564717846,-46403.966916857,0.017098371,0.073979178,0.173820545,-0.003398559,-0.001290335,-0.001174279,-0.010060108,0.247799723,0.011137716,0.000007291,0.000187210,0.000000003,0.000019747,-0.000000006,6
2680.925343811,20736.306483301,44167.889980354,-22213.916971912,-33989.883329924,8558.603000606,-139906.088844802,0.010347827,0.080037928,0.170479078,-0.003800412,-0.005815074,0.001464227,-0.023935481,0.250517006,0.008607912,0.000514675,0.000788210,0.000000436,0.000072857,-0.000000249,6
1218.181644359,18896.298279159,56898.604206501,11911.416855251,48277.881127778,6218.450767560,-194888.433043664,0.004453574,0.069083345,0.208016716,0.001904185,0.007717808,0.000994095,-0.031155293,0.277100061,0.019381819,0.001850274,0.000931525,0.000001158,0.000103791,-0.000000393,6
-106.361445783,11583.937349398,30292.530120482,65.766700537,6872.780084192,6166.580798374,-45409.460589345,-0.000617573,0.067260487,0.175889273,0.000018745,0.001958900,0.001757617,-0.012942736,0.243149760,0.011801739,0.000185940,0.000180842,0.000000029,0.000016762,-0.000000017,6
5153.972602740,16691.804305284,43810.356164384,24693.223976624,25909.700828352,5105.055242589,-96327.378870332,0.019737871,0.063923638,0.167777989,0.004183363,0.004389450,0.000864865,-0.016319148,0.231701627,0.012344060,0.000984809,0.000174885,0.000000049,0.000007394,-0.000000053,6
-187.195219124,22947.585657371,33542.398406375,-12918.936461326,56170.535261344,-18628.385835146,-47485.838447010,-0.000742826,0.091060402,0.133102643,-0.002288060,0.009948309,-0.003299255,-0.008410171,0.224163045,0.001769757,0.001100927,0.000158662,0.000000066,0.000003164,-0.000000010,6
1906.275154004,17356.114989733,37845.872689938,17413.900813344,60751.159257745,-2309.988185640,-913.089071508,0.008037624,0.073180369,0.159573438,0.003327160,0.011607326,-0.000441354,-0.000174458,0.232753807,0.007722176,0.001346646,0.000134618,-0.000000026,-0.000008781,0.000000051,6
-1553.228941685,17577.788336933,31504.691144708,6120.176354791,28627.293232697,11087.208523621,-58146.964533119,-0.007245586,0.081997809,0.146964772,0.001326818,0.006206229,0.002403642,-0.012605921,0.228962581,0.004430700,0.000538036,0.000201348,0.000000025,0.000006264,-0.000000061,6
1415.392405063,15069.434599156,36961.645569620,14893.872456337,22679.355979276,4656.516334633,-65642.161192117,0.006299704,0.067071848,0.164510876,0.003044821,0.004636442,0.000951952,-0.013419521,0.231582724,0.009653109,0.000676576,0.000138865,0.000000024,0.000005984,-0.000000035,6
865.410029499,54475.410029499,40237.410029499,30406.018290826,52172.018290827,36798.850149232,-9629.149850768,0.001882619,0.118506213,0.087532762,0.002540302,0.004358764,0.003074397,-0.000804477,0.206038975,0.000973532,0.000171025,0.000058265,-0.000000001,0.000001715,0.000000006,6
858.454545455,54220.805194805,56371.272727273,27739.347107438,131935.185753642,52515.381233485,-55190.170798898,0.001787520,0.112901443,0.117379261,0.002194134,0.010435843,0.004153875,-0.004365446,0.230280704,0.000032832,0.000857176,0.000217574,-0.000000094,-0.000001159,-0.000000006,6
-2100.525667351,17591.544147844,56658.817248460,-5233.597780486,68467.353659205,11109.711960669,-170418.721207239,-0.008856662,0.074173033,0.238896387,-0.000999949,0.013081608,0.002122660,-0.032560787,0.313069421,0.027447545,0.002251904,0.001357493,0.000002206,0.000165530,-0.000000876,6
-6813.210256410,29244.229059829,43242.215384615,18378.919991234,42775.127363577,-15024.213023596,6742.959211045,-0.019908570,0.085453222,0.126356097,0.002220395,0.005167752,-0.001815106,0.000814631,0.211809320,0.003258450,0.000334108,0.000020452,0.000000001,-0.000000893,0.000000001,6
845.862068966,30571.301724138,51945.834482759,-6644.385017836,10362.301426873,32185.939209275,-159631.628632575,0.002514453,0.090877829,0.154416868,-0.000820134,0.001279046,0.003972795,-0.019703753,0.245294697,0.004062499,0.000297352,0.000448812,0.000000119,0.000023928,-0.000000113,6
-9305.672051696,39152.600969305,40611.289176090,-13610.820832496,56841.690498250,5347.106683613,-38511.109481391,-0.024286585,0.102183158,0.105990143,-0.001427768,0.005962664,0.000560909,-0.004039796,0.208173301,0.002373846,0.000300287,0.000072451,0.000000005,0.000003417,-0.000000009,6
7746.676891616,20084.899795501,39257.488752556,8197.019379310,9600.130557333,11565.543143429,-20776.079332220,0.032396472,0.083994713,0.164174158,0.001550186,0.001815537,0.002187227,-0.003929085,0.248168871,0.010626869,0.000084234,0.000021681,-0.000000001,-0.000002065,-0.000000000,6
3962.681818182,15523.000000000,35092.353305785,16946.309917355,41590.552779865,2646.818181818,-47557.454280786,0.016916031,0.066265112,0.149803434,0.003288227,0.008070144,0.000513583,-0.009227949,0.216068546,0.008123260,0.000926069,0.000108961,-0.000000015,-0.000006658,-0.000000031,6
-4418.907692308,35958.961538462,48178.978461538,-31931.641656805,37003.568899408,1160.822485207,-17424.538281657,-0.010458953,0.085109968,0.114033085,-0.002964407,0.003435265,0.000107766,-0.001617625,0.199143053,0.001274105,0.000156934,0.000033548,0.000000002,0.000000923,0.000000001,6
-1142.803108808,10379.160621762,28689.515544041,-1296.789927246,-2920.755026980,7584.046068351,-33391.188595667,-0.007670025,0.069660666,0.192552253,-0.000442998,-0.000997762,0.002590793,-0.011406794,0.262212920,0.015337659,0.000132744,0.000142955,0.000000012,0.000017523,-0.000000016,6
955.631034483,24806.860344828,45393.593103448,-2648.676135553,24484.207110582,12152.355713437,23155.028917954,0.002840758,0.073742153,0.134939337,-0.000326933,0.003022150,0.001499997,0.002858086,0.208681491,0.003777375,0.000071988,0.000026857,-0.000000001,-0.000000729,0.000000001,6
-327.057347670,25184.207885305,43125.326164875,-6314.130329775,9622.680990738,-2096.665099369,-27858.336172452,-0.001050402,0.080883493,0.138504535,-0.000858476,0.001308310,-0.000285065,-0.003787649,0.219388028,0.003324598,0.000019194,0.000022634,0.000000000,0.000001203,0.000000000,6
946.063136456,14485.287169043,37823.340122200,15911.663262555,20717.638955372,6335.740643186,-99241.821271689,0.003924254,0.060084732,0.156890589,0.002978598,0.003878257,0.001186025,-0.018577659,0.216975321,0.009432973,0.000866166,0.000268978,0.000000109,0.000019833,-0.000000071,6
350.038022814,20577.916349810,34495.437262357,-18203.964637338,12339.414275181,8297.573913169,23283.237548614,0.001265155,0.074375502,0.124678097,-0.002868809,0.001944600,0.001307636,0.003669264,0.199053599,0.002536754,0.000171179,0.000011218,-0.000000000,-0.000000487,-0.000000000,6
-2114.211267606,30003.830985915,45555.485915493,-24618.922336838,48992.827712756,17718.848046022,-22036.931908350,-0.006553174,0.092999377,0.141203029,-0.003201829,0.006371793,0.002304436,-0.002866027,0.234202406,0.002495368,0.000328028,0.000112096,0.000000013,-0.000000474,-0.000000017,6
5593.984313725,19181.968627451,43309.492156863,29289.947697039,32877.603260285,458.899315648,-65073.943467896,0.021507052,0.073748438,0.166510927,0.004986469,0.005597250,0.000078125,-0.011078518,0.240259365,0.010455093,0.000957319,0.000069323,-0.000000002,-0.000002520,-0.000000018,6
-1328.289719626,32199.757009346,69968.475077882,38530.476722859,60883.635019070,-4394.736134160,-293761.177880649,-0.003222721,0.078123652,0.169758822,0.003689494,0.005829925,-0.000420819,-0.028129164,0.247882474,0.008438548,0.001857245,0.000626556,0.000000659,0.000053756,-0.000000151,6
4019.326465927,40287.137876387,49311.692551506,36564.084028822,65551.157614633,13969.184957844,-7972.436094946,0.010094727,0.101183034,0.123848625,0.003655791,0.006554008,0.001396682,-0.000797109,0.225031659,0.000921343,0.000472026,0.000071386,0.000000000,-0.000000330,0.000000013,6
3078.768551237,34067.386925795,48620.362190813,-14117.826330707,115406.020839315,-13860.444892556,-31379.418309633,0.009610460,0.106342278,0.151769788,-0.001852366,0.015142145,-0.001818595,-0.004117218,0.258112066,0.002433102,0.002234166,0.000213153,-0.000000040,-0.000009503,-0.000000142,6
-1196.604823748,24761.569573284,46273.684601113,-431.441417316,21062.910040927,8376.288887894,-86631.863101119,-0.004118824,0.085231600,0.159278278,-0.000063966,0.003122816,0.001241880,-0.012844161,0.244509878,0.005550769,0.000226121,0.000185670,0.000000035,0.000011855,-0.000000015,6
-1555.429111531,22105.693761815,37393.330812854,6223.260973195,24647.445978252,925.652331145,-14981.325195380,-0.005558260,0.078993763,0.133623489,0.000966894,0.003829418,0.000143817,-0.002327614,0.212617253,0.003107984,0.000156031,0.000017638,-0.000000001,-0.000000641,-0.000000000,6
6334.961325967,26016.762430939,41025.009208103,2469.023473032,44353.329059960,5714.099203321,7308.039077630,0.021485443,0.088237581,0.139139048,0.000359357,0.006455452,0.000831665,0.001063656,0.227376629,0.004437456,0.000343535,0.000055127,-0.000000006,-0.000001709,0.000000004,6
-2228.754966887,15548.225165563,32028.649006623,746.049822376,23425.843077058,7113.997456252,-54735.716152799,-0.010860903,0.075767755,0.156078189,0.000170814,0.005363518,0.001628802,-0.012532142,0.231845943,0.006921603,0.000379303,0.000201695,0.000000042,0.000012100,-0.000000036,6
-798.995271868,12416.628841608,33739.082742317,-6238.010154866,14585.045694102,5962.245147517,-43620.183804749,-0.004465432,0.069394167,0.188561288,-0.001695099,0.003963299,0.001620164,-0.011853226,0.257955455,0.014280563,0.000151272,0.000214732,0.000000038,0.000019510,-0.000000007,6
4463.784431138,16671.105788423,38817.269461078,7803.851626089,31033.829179963,6206.593216760,-34526.930187530,0.017783931,0.066418484,0.154649860,0.001389040,0.005523839,0.001104737,-0.006145591,0.221068343,0.009049849,0.000345573,0.000066563,-0.000000003,-0.000004123,-0.000000010,6
4275.292335116,29770.602495544,43342.816399287,2389.566317469,21627.262124230,4572.811181968,-1575.969852663,0.013584389,0.094593632,0.137718222,0.000320562,0.002901312,0.000613446,-0.000211417,0.232311854,0.002597873,0.000066832,0.000012365,-0.000000000,-0.000000511,0.000000000,6
-377.066666667,31459.866666667,40593.756140351,32827.618479533,78096.428538012,-69450.257777778,-5716.617125269,-0.001160562,0.096829383,0.124942309,0.004232064,0.010068019,-0.008953374,-0.000736974,0.221771692,0.000795724,0.001713754,0.000013458,0.000000001,0.000000290,-0.000000002,6
-3194.535714286,22132.658730159,39638.839285714,24370.155045351,17349.959608844,-19466.638384984,-16472.512117348,-0.012576120,0.087130963,0.156048593,0.004273483,0.003042441,-0.003413616,-0.002888574,0.243179556,0.005382275,0.000404048,0.000002056,-0.000000000,0.000000149,0.000000000,6
-3667.597560976,20631.260162602,39346.786585366,19044.595875471,24145.472684910,-18971.247537841,-8447.510336109,-0.015151355,0.085230601,0.162547040,0.003546982,0.004497001,-0.003533321,-0.001573316,0.247777640,0.006896086,0.000439016,0.000004824,0.000000000,0.000000114,-0.000000000,6
1096.202290076,19016.557251908,37376.998091603,-18488.830371190,18590.312205000,-6609.079890450,-354.740450732,0.003992346,0.069257900,0.136126239,-0.002941584,0.002957730,-0.001051508,-0.000056439,0.205384139,0.004535130,0.000175383,0.000012622,0.000000000,0.000000267,0.000000000,6
2516.043478261,30984.434782609,45130.785829308,18258.438073234,-19283.039767556,16796.722117202,47619.539364331,0.006524315,0.080345282,0.117027976,0.001899917,-0.002006534,0.001747815,0.004955143,0.197373258,0.001515887,0.000060887,0.000047059,0.000000000,0.000001675,0.000000003,6
-2343.571428571,19249.991718426,38030.571428571,-281.509908311,49043.890860693,4524.788001149,-40915.102040817,-0.010045786,0.082515642,0.163019137,-0.000054907,0.009565707,0.000882532,-0.007980237,0.245534779,0.006884484,0.000834734,0.000173729,0.000000008,-0.000000217,-0.000000066,6
-2885.634146341,23282.675422139,39821.073170732,8532.009746945,43293.068365898,-10215.764369616,-74636.651992861,-0.010157500,0.081955568,0.140171120,0.001300868,0.006600857,-0.001557589,-0.011379787,0.222126688,0.003801750,0.000689808,0.000127019,0.000000034,0.000006498,-0.000000016,6
8046.990825688,20140.862385321,54068.466055046,16310.553219426,8155.332783436,16436.958841848,-58299.798609545,0.027091965,0.067808644,0.182033385,0.002352217,0.001176117,0.002370447,-0.008407673,0.249842028,0.015983190,0.000240486,0.000049247,0.000000000,0.000000424,-0.000000005,6
-494.458333333,12768.479166667,32361.916666667,8336.759837963,12924.674768518,8615.067997685,-78020.710648149,-0.002649490,0.068418205,0.173407047,0.002149255,0.003332040,0.002221004,-0.020114097,0.241825252,0.011050736,0.000765985,0.000353572,0.000000150,0.000031703,-0.000000106,6
4913.866141732,19631.401574803,38887.627952756,6129.506727014,10748.357337715,11257.338086676,-22675.784138817,0.019041269,0.076071833,0.150689860,0.001053820,0.001847919,0.001935425,-0.003898549,0.226761693,0.007018130,0.000062864,0.000022406,-0.000000001,-0.000001284,-0.000000001,6
-9380.558178752,28353.689713322,48442.957841484,48570.479094211,51821.417507230,-3570.209305302,-86300.370284004,-0.026675913,0.080630656,0.137759407,0.005671993,0.006051633,-0.000416924,-0.010078036,0.218390064,0.006110112,0.001078998,0.000051163,-0.000000006,0.000001944,-0.000000010,6
3803.278210117,20816.056420233,39638.889105058,14103.364335569,35264.450650275,5919.316219776,-16732.807748794,0.014395669,0.078790203,0.150035917,0.002354588,0.005887478,0.000988243,-0.002793579,0.228826120,0.005904893,0.000375196,0.000047468,-0.000000006,-0.000003528,0.000000002,6
5388.947368421,20874.736842105,41970.682330827,26653.193905817,54723.369608231,5264.127423823,-45391.444096613,0.019040602,0.073756066,0.148293722,0.004082913,0.008382890,0.000806394,-0.006953363,0.222049788,0.007006040,0.000961267,0.000092682,-0.000000027,-0.000007689,-0.000000007,6
-4779.923913043,38939.532608696,44086.439440994,40232.418883339,88407.371286795,-39221.002599243,-47652.327171983,-0.011525221,0.093889927,0.106300006,0.003822623,0.008399894,-0.003726525,-0.004527615,0.200189933,0.000685333,0.001092581,0.000022337,-0.000000003,-0.000000113,0.000000000,6
4187.840314136,9855.248691099,30187.018324607,5435.330884570,-40871.171349470,7233.323757572,-125066.831336861,0.028698777,0.067536860,0.206868084,0.001905757,-0.014330412,0.002536177,-0.043851428,0.274404944,0.022707669,0.004529801,0.001898543,0.000005550,0.000282554,0.000000441,6
-1074.674750357,46521.061340942,53044.422253923,28470.303110901,-42210.435503794,6735.681042571,-24957.125292785,-0.002186961,0.094670262,0.107945288,0.002188251,-0.003244328,0.000517710,-0.001918225,0.202615549,0.000195357,0.000177038,0.000007507,-0.000000000,-0.000000091,-0.000000000,6
-4372.485451761,42263.546707504,56981.307810107,-19839.677509152,869.012556020,-25001.457985173,-23803.634881064,-0.010254205,0.099115044,0.133630641,-0.001820756,0.000079752,-0.002294470,-0.002184542,0.232745684,0.001611921,0.000017163,0.000020947,-0.000000000,0.000000021,-0.000000000,6
961.753906250,23392.216796875,36302.117187500,25766.435897827,30057.758575439,16334.060005188,-69466.512268066,0.003668800,0.089234225,0.138481587,0.004343896,0.005067359,0.002753717,-0.011711178,0.227715813,0.002479143,0.000767171,0.000115446,-0.000000014,-0.000001185,-0.000000032,6
-2356.536155203,24488.733686067,42289.622574956,6708.224567559,70855.774300209,-16648.481627677,-52987.106806142,-0.007330068,0.076172851,0.131542985,0.000876294,0.009255878,-0.002174788,-0.006921697,0.207715836,0.003280771,0.000987762,0.000086689,0.000000006,0.000000502,-0.000000025,6
1087.650406504,18585.674796748,33910.699186992,-4271.497455219,48056.547755965,1850.029215414,-38665.550796483,0.004493235,0.076780004,0.140089808,-0.000795550,0.008950346,0.000344561,-0.007201309,0.216869811,0.004088888,0.000725774,0.000150345,0.000000018,-0.000002757,-0.000000046,6
-8802.319910515,26219.668903803,36955.413870246,-2093.228528244,14002.423759691,-17980.852654285,-30018.753489582,-0.044053671,0.131223663,0.184953700,-0.000495505,0.003314625,-0.004256391,-0.007105978,0.316177363,0.010649821,0.000233226,0.000058669,0.000000000,0.000001796,0.000000007,7
-7838.990762125,37223.002309469,30410.036951501,27773.363295980,85409.007456437,25968.990362101,-57559.965555312,-0.041810404,0.198534326,0.162196379,0.007118832,0.021891924,0.006656337,-0.014753694,0.360730706,0.008312886,0.004787240,0.000873294,-0.000001737,0.000063950,-0.000000416,7
-3154.403225806,10399.322580645,28460.545698925,3640.721470690,-45615.952913632,-6566.491155047,-29258.356124986,-0.022794566,0.075148302,0.205663557,0.001364049,-0.017090682,-0.002460232,-0.010962070,0.280811859,0.019112601,0.002609223,0.000474360,-0.000000253,-0.000054974,0.000000463,7
-2703.040000000,18543.840000000,40588.661052632,17064.417010527,-44639.011536842,-3588.988800000,157442.729165650,-0.011980233,0.082188765,0.179894343,0.003470223,-0.009077799,-0.000729858,0.032017586,0.262083107,0.010120484,0.001169296,0.001355575,0.000001701,0.000130330,0.000000133,7
-6353.809523810,10150.571428571,31340.489417989,-7456.729402873,-33384.872763921,-2764.489795919,72650.440021276,-0.044468307,0.071040644,0.219342190,-0.002684225,-0.012017669,-0.000995143,0.026152231,0.290382834,0.029903069,0.002399029,0.000720081,0.000000711,0.000110884,-0.000000625,7
-6398.654911839,16689.027707809,34388.025188917,-7456.321288759,-20212.648173645,23702.680963651,121901.805011135,-0.040598284,0.105888799,0.218185670,-0.002374370,-0.006436458,0.007547814,0.038818064,0.324074468,0.019203470,0.002831900,0.001329378,0.000002099,0.000142430,0.000001500,7
2587.320754717,14326.633123690,72565.245283019,15662.890075551,-7382.658360033,-3363.581275354,198798.536133856,0.011371389,0.062966185,0.318927457,0.003151926,-0.001485651,-0.000676871,0.040005273,0.381893642,0.066033406,0.000947561,0.001867220,0.000002483,0.000471297,-0.000000067,7
405.658653846,15676.978365385,33242.836538462,-3032.278730584,-65532.084180843,5381.834446653,49566.665403107,0.002344089,0.090589048,0.192092944,-0.000859084,-0.018566099,0.001524744,0.014042886,0.282681993,0.010325020,0.003550705,0.000464220,0.000000072,-0.000013941,-0.000000592,7
18.292857143,15520.978571429,33370.997619048,20433.550578231,-56714.154727891,3660.407448980,-11621.452052153,0.000103701,0.087987407,0.189177991,0.005652240,-0.015688024,0.001012526,-0.003214676,0.277165398,0.010239577,0.002718244,0.000221312,-0.000000108,-0.000021207,-0.000000133,7
-1638.914179104,30133.520522388,44045.813432836,10379.876099911,-25189.439769436,30453.610053743,2344.745767431,-0.005704619,0.104886669,0.153311614,0.001560559,-0.003787098,0.004578538,0.000352520,0.258198283,0.002475146,0.000272820,0.000004286,-0.000000000,0.000000112,0.000000000,7
-7234.775956284,10781.128415301,34581.497267760,-39629.069007734,-15146.197945594,11903.948251665,149239.795096897,-0.054008600,0.080482609,0.258155643,-0.015463620,-0.005910183,0.004645028,0.058234712,0.338638252,0.043235422,0.011447176,0.001830967,0.000008320,0.000336435,0.000001020,7
1687.661795407,21806.872651357,34965.298538622,13476.113013803,-71026.394070807,24772.751103770,51997.237102348,0.007355537,0.095043487,0.152393419,0.002683650,-0.014144284,0.004933276,0.010354794,0.247436906,0.003505430,0.002248858,0.000254844,0.000000183,0.000001350,-0.000000061,7
-93.919908467,14405.414187643,36525.258581236,9807.194712231,-35711.294927449,10979.146070828,111634.550780494,-0.000491807,0.075433260,0.191262763,0.002456638,-0.008945446,0.002750204,0.027963726,0.266696023,0.013417441,0.001299469,0.000963780,0.000001009,0.000103114,0.000000380,7
1551.726218097,17982.477958237,29743.651972158,-4933.303449056,47473.388493818,-3704.539069019,-10391.913049564,0.008353348,0.096804377,0.160117850,-0.001279218,0.012309972,-0.000960597,-0.002694650,0.256922228,0.004287710,0.001436997,0.000144600,-0.000000033,-0.000008662,-0.000000057,7
897.357894737,19160.324210526,35050.421052632,12653.601041551,-56371.983047091,2047.650801108,30487.977839335,0.003977210,0.084921105,0.155348127,0.002573239,-0.011463818,0.000416411,0.006200041,0.240269231,0.005023238,0.001213897,0.000199016,0.000000046,-0.000004716,-0.000000086,7
-4235.672897196,6272.940809969,42790.560747664,-35916.699653536,15142.573179608,27644.228161606,-46594.988033888,-0.041106675,0.060878105,0.415277033,-0.019455117,0.008202327,0.014974140,-0.025239260,0.476155138,0.132357635,0.001190129,0.002534736,0.000000646,0.000687901,0.000004355,7
-5265.666666667,11717.333333333,31915.904761905,-2895.582010582,-39045.391534392,10473.703703704,128766.193499622,-0.036852738,0.082005916,0.223369340,-0.001042333,-0.014055305,0.003770256,0.046352414,0.305375256,0.025416115,0.004558344,0.002158786,0.000006751,0.000343962,0.000000532,7
3845.617346939,11918.364795918,39916.275510204,-1939.410792378,29736.546178676,46565.674003020,-64545.361411912,0.025026144,0.077561204,0.259763351,-0.000637462,0.009774068,0.015305613,-0.021215334,0.337324554,0.035702854,0.000569069,0.001106535,-0.000000312,-0.000082457,-0.000000821,7
-13735.691796009,21240.625277162,47112.722838137,42960.805713837,9509.210992079,-60301.803501458,-64328.015388321,-0.067530109,0.104427339,0.231624834,0.009945602,0.002201421,-0.013960113,-0.014892198,0.336052173,0.034420465,0.002423577,0.000162736,-0.000000071,-0.000030187,-0.000000074,7
-5910.713567839,13173.188442211,35015.075376884,-32524.422363071,-29461.132042120,17565.657331886,152341.889346228,-0.037314169,0.083161968,0.221049187,-0.010292051,-0.009322701,0.005558489,0.048207172,0.304211155,0.024582274,0.007378204,0.001451726,0.000004725,0.000217569,0.000000494,7
-6472.780373832,26211.221962617,32282.196261682,-5632.240217486,56719.495021399,-82545.426358196,-29853.442309371,-0.035334857,0.143086852,0.176228253,-0.001486181,0.014966592,-0.021781290,-0.007877438,0.319315105,0.006092561,0.004458054,0.000134117,-0.000000100,-0.000007652,-0.000000027,7
-3087.632587859,5954.760383387,28811.769968051,-30247.073635538,-18105.213822740,696.418908022,82158.686114996,-0.031516424,0.060782088,0.294090681,-0.017451088,-0.010445827,0.000401800,0.047401561,0.354872769,0.058406040,0.010958407,0.000997913,0.000002602,0.000223672,-0.000002030,7
-1705.823529412,13291.294117647,29505.836317136,2566.169550173,-50189.078832556,5085.674740484,17162.896723596,-0.011157852,0.086938822,0.192998713,0.000848874,-0.016602265,0.001682313,0.005677390,0.279937536,0.011746691,0.002660930,0.000265197,-0.000000086,-0.000014746,-0.000000206,7
-5127.427135678,14260.592964824,31625.138190955,-26712.451680513,22816.798363678,1025.360470695,88180.576172319,-0.032369303,0.090026723,0.199648609,-0.008452907,0.007220163,0.000324466,0.027903922,0.289675331,0.016208045,0.003292135,0.000435263,0.000000389,0.000016234,0.000000347,7
-659.743034056,6448.154798762,25477.566563467,-10184.891439581,-15314.494464626,3073.857930202,10483.552377575,-0.006323678,0.061805968,0.244204071,-0.005431879,-0.008167636,0.001639372,0.005591163,0.306010039,0.033429024,0.001162451,0.000042644,-0.000000008,-0.000007743,0.000000006,7
-8361.036979969,53954.788906009,59537.876733436,-83090.082590022,13818.688747178,122055.452726845,129540.185911239,-0.019850468,0.128097485,0.141352648,-0.007743503,0.001287820,0.011374844,0.012072377,0.269450133,0.001751864,0.001302715,0.000179082,-0.000000061,-0.000006229,-0.000000062,7
2075.143149284,23558.249488753,46175.918200409,64145.449605012,-22002.034597546,-9054.139569507,42645.773202688,0.008678214,0.098520203,0.193106913,0.012130919,-0.004160933,-0.001712281,0.008064990,0.291627116,0.009247891,0.000918466,0.000442369,-0.000000099,0.000031199,0.000000264,7
-4072.087912088,9509.758241758,39381.854395604,-56074.529283903,-38445.848810530,3197.970293443,242684.613044922,-0.030733667,0.071773927,0.297230516,-0.022182586,-0.015208837,0.001265089,0.096003879,0.369004443,0.054608906,0.028621857,0.005644011,0.000068957,0.001311352,-0.000019770,7
-2968.899705015,7704.306784661,23741.917404130,-19710.819267149,-27581.788089209,4212.428242010,55913.030760262,-0.025834266,0.067040026,0.206593376,-0.009315484,-0.013035364,0.001990826,0.026424927,0.273633402,0.022144775,0.004645204,0.000414715,0.000000275,0.000043356,-0.000000506,7
371.550000000,9605.350000000,29638.150000000,-12200.935000000,-14071.055000000,22766.805000000,-7318.515000001,0.003214100,0.083091263,0.256385381,-0.005723950,-0.006601298,0.010680825,-0.003433410,0.339476644,0.030072173,0.001118063,0.000100500,-0.000000033,0.000011168,0.000000004,7
-4991.428571429,10538.000000000,27642.034985423,-10345.137026239,-55563.121199500,850.285714286,34631.792484425,-0.042426443,0.089571522,0.234953421,-0.004747893,-0.025500655,0.000390238,0.015894236,0.324524943,0.028335909,0.006820705,0.000754774,-0.000001091,-0.000026107,-0.000001320,7
-922.089655172,15681.020689655,31962.721839080,5408.228632580,-65114.848212446,2574.534506539,36565.765242436,-0.004872980,0.082869709,0.168913842,0.001370351,-0.016498972,0.000652342,0.009265130,0.251783551,0.007498577,0.002541513,0.000364229,0.000000035,-0.000008589,-0.000000349,7
6859.213250518,22393.035196687,43910.997929607,29287.155725302,40682.763387901,13570.724269040,88312.750674057,0.029402215,0.095988389,0.188225754,0.005712278,0.007934921,0.002646886,0.017224855,0.284214143,0.011965692,0.000447664,0.000638087,0.000000329,0.000066745,-0.000000091,7
